data_id,country,crop,plant_start,plant_end,plant_range,harvest_start,harvest_end,harvest_range,temp_average,precip_average
413,Moldova,Multiple,228,304,77,182,228,47,NA,NA
414,Moldova,Wheat,233,283,51,192,233,42,9.83155766681938,42.9928568746998
415,Moldova,Multiple,91,181,91,213,273,61,NA,NA
416,Moldova,Maize,121,157,37,269,319,51,9.83099256899229,42.9943237151042
417,Moldova,Sunflower,107,151,45,253,304,52,9.82971679569329,42.9980747058894
418,Moldova,Sugarbeets,96,142,47,253,304,52,9.8200831698911,43.0085532383639
419,Morocco,Wheat,315,355,41,132,172,41,17.0531767343197,41.7279250135563
420,Morocco,Barley,315,355,41,132,202,71,16.9598680963262,35.2560809600442
421,Morocco,Maize,41,50,10,162,212,51,17.4364605254797,31.8000792552786
422,Morocco,Potatoes,253,264,12,40,110,71,16.8773075295868,40.5526755083413
423,Mozambique,Wheat,121,151,31,274,304,31,23.1777251331516,89.3800707714506
424,Mozambique,Maize,305,365,61,121,151,31,23.1399699692672,85.5038849468726
425,Mozambique,Sorghum,305,365,61,121,181,61,23.8256476009328,88.5661978053514
428,Myanmar,Wheat,264,334,71,51,131,81,25.1542164247932,174.984969330173
429,Myanmar,Maize,254,346,93,10,100,91,23.0808462856351,150.291712180429
430,Myanmar,Potatoes,41,131,91,162,253,92,25.2301893892007,175.358641452827
431,Namibia,Wheat,121,166,46,274,319,46,20.1557727321871,31.8861576362456
432,Namibia,Maize,335,365,31,152,181,30,20.1681204319347,31.9893112819505
433,Namibia,Sorghum,335,31,62,152,181,30,22.1263472315944,38.384677487393
434,Nepal,Wheat,294,345,52,71,181,111,20.8745550661047,142.365958486231
435,Nepal,Maize,32,141,110,222,273,52,19.955439158942202,148.64225361944
436,Nepal,Rice,141,223,83,294,353,60,21.2403313411268,146.142636163043
437,Nepal,Millet,161,223,63,263,354,92,18.906464010885,148.518012987765
438,Nicaragua,Maize,121,181,61,213,273,61,24.7902137564118,158.65265416677
439,Nicaragua,Maize,213,273,61,305,334,30,24.7902137564118,158.65265416677
440,Nicaragua,Maize,335,365,31,60,120,61,NA,NA
441,Nicaragua,Sorghum,121,181,61,244,304,61,25.0421326307965,154.053327347097
442,Nicaragua,Sorghum,213,273,61,305,365,61,25.0421326307965,154.053327347097
443,Nicaragua,Rice,1,59,59,91,181,91,NA,NA
444,Nicaragua,Rice,182,273,92,305,334,30,NA,NA
445,Nicaragua,Rice,152,181,30,274,334,61,25.4788878917883,143.511309413508
446,Nicaragua,Pulses,121,151,31,182,243,62,24.418318600327,149.70793649678
447,Nicaragua,Pulses,244,273,30,305,365,61,NA,NA
448,Nicaragua,Pulses,335,365,31,60,90,31,NA,NA
449,Niger,Millet,168,202,35,244,304,61,28.8350220275654,40.2496803482453
450,Niger,Maize,152,196,45,257,304,48,28.7213125520439,37.0001393715764
451,Niger,Sorghum,168,228,61,258,319,62,28.3639015520104,38.7713962115291
452,Niger,Rice,152,212,61,213,334,122,29.6601561480521,43.146419697488
453,Niger,Groundnuts,152,203,52,274,334,61,28.2097821965611,44.5157296484213
454,Niger,Pulses,152,223,72,244,323,80,28.6872775875967,38.2674034449398
455,Nigeria,Millet,152,181,30,244,304,61,27.185443445209,63.3403513214192
456,Nigeria (South),Maize,60,120,61,152,243,92,26.6607219439673,138.861404456744
457,Nigeria (North),Maize,121,181,61,213,273,61,26.656222174508,80.5765896587212
458,Nigeria,Maize,213,273,61,335,31,62,26.6613821875072,107.343041184287
459,Nigeria,Sorghum,121,212,92,244,334,91,26.9950760804676,73.4460771204541
462,Nigeria (South),Cassava,121,181,61,335,31,62,26.5631220017692,149.766113509744
463,Nigeria,Yams,32,90,59,182,31,215,26.6116254553145,141.527991014666
466,Pakistan,Barley,283,324,42,70,120,51,22.2279794552722,35.9900700710512
467,Pakistan,Maize,101,232,132,252,334,83,21.4141648785753,46.1435618557523
468,Pakistan,Millet,162,233,72,252,313,62,24.6743694671561,30.8966773653887
469,Pakistan,Sorghum,162,212,51,244,304,61,24.4735577893561,29.2277548631495
470,Pakistan,Potatoes,10,70,61,101,162,62,23.6649996257175,35.8918926536082
473,Panama,Maize,131,171,41,222,262,41,25.5781662128577,185.290593737896
474,Panama,Rice,102,202,101,222,293,72,25.6654470733152,184.594620007987
475,Paraguay,Wheat,101,172,72,254,324,71,21.4895850569243,145.071343628051
476,Paraguay,Maize,192,263,72,10,81,72,21.8589470588088,140.271110021405
477,Paraguay,Rice,283,354,72,70,141,72,21.8342183221506,139.224847060955
478,Paraguay,Sorghum,254,324,71,10,80,71,21.8324434062462,139.340781780283
479,Paraguay,Potatoes,193,232,40,314,19,71,22.5986039590328,126.943464855286
480,Paraguay,Sweet.Potatoes,223,293,71,71,141,71,21.8329007977223,139.342596578541
483,Peru,Wheat,314,81,133,101,262,162,14.3200926854666,76.2406946819024
484,Peru,Barley,294,81,153,101,232,132,9.17376452090829,63.9143616114302
485,Peru,Rice,344,81,103,131,233,103,14.3346106095121,76.4810251097467
486,Peru,Sorghum,102,243,142,244,353,110,14.3213212919737,76.2358985833024
487,Peru,Potatoes,102,203,102,222,353,132,10.2421620420201,63.046099635431
488,Peru,Soybeans,284,354,71,102,170,69,14.3213212908705,76.2358985335968
493,Philippines,Potatoes,71,202,132,213,324,112,23.072352388469,213.133067815768
503,Russia,Sugarbeets,96,141,46,253,304,52,6.51250906963204,46.9222804608609
504,Rwanda,Pulses,244,304,61,335,31,62,18.3475599949473,99.2018796886522
505,Rwanda,Pulses,32,90,59,121,181,61,NA,NA
506,Rwanda,Maize,244,304,61,1,59,59,17.814990729647,104.999205561069
507,Rwanda,Maize,32,90,59,152,212,61,17.814990729647,104.999205561069
508,Rwanda,Sorghum,244,304,61,1,59,59,18.422412435556,97.6034329108617
509,Rwanda,Sorghum,32,90,59,152,212,61,18.424638718644,97.5726816114935
510,Saudi Arabia,Wheat,314,354,41,111,141,31,24.4899572137395,12.2389802154464
511,Saudi Arabia,Barley,314,354,41,91,120,30,23.4092695287352,10.7953266678979
512,Saudi Arabia,Maize,60,71,12,171,181,11,23.3810581251343,14.3314967048985
513,Saudi Arabia,Rice,182,193,12,324,334,11,NA,NA
514,Saudi Arabia,Millet,222,262,41,344,19,41,23.9080315436099,11.9534417453028
515,Saudi Arabia,Sorghum,222,263,42,344,19,41,26.1198647639612,11.3534291787958
516,Senegal,Millet,168,212,45,244,334,91,27.8062620174491,55.0329940260255
517,Senegal,Maize,152,212,61,244,318,75,28.1024621856205,73.0541813826227
518,Senegal,Sorghum,168,212,45,244,334,91,28.1846597664284,66.983686558428
519,Senegal,Rice,152,243,92,305,31,92,27.5464029900747,71.9512684614142
520,Senegal,Groundnuts,152,212,61,305,59,120,27.8699239745402,63.1147046414233
521,Sierra Leone,Millet,121,212,92,274,334,61,26.3371128405057,224.256980372158
522,Sierra Leone,Maize,121,212,92,274,334,61,26.3424823520798,232.018941565651
523,Sierra Leone,Sorghum,121,181,61,274,334,61,26.2310739607471,222.039005031958
524,Sierra Leone,Rice,91,212,122,244,365,122,26.201745704375,228.945240530368
525,Sierra Leone,Cassava,60,151,92,1,181,181,26.3242665393644,241.025755837473
526,Sierra Leone,Yams,32,90,59,182,365,184,24.5472606370742,170.812601724413
527,Somalia,Maize,91,120,30,213,243,31,27.5279415624441,36.4861144532452
528,Somalia,Maize,289,320,32,76,106,31,27.5279415624441,36.4861144532452
532,South Africa,Barley,100,172,73,283,353,71,16.8137581926869,30.1886098545074
533,South Africa (West),Maize,335,31,62,152,181,30,18.133224757444,34.8689255369679
535,South Africa,Rice,253,354,102,100,171,72,17.3228350929262,51.1374041118074
536,South Africa,Millet,233,354,122,100,202,103,17.3428909148825,51.0883336906142
537,South Africa,Sorghum,335,31,62,152,181,30,16.5705865230447,53.5758700438605
538,South Africa,Soybeans,284,353,70,100,171,72,17.3260693562502,51.1450509026285
539,South Korea,Wheat,274,314,41,152,181,30,12.1207600290319,108.975622620148
540,South Korea,Barley,305,334,30,162,202,41,12.1211738051962,108.976525488763
541,South Korea,Maize,91,132,42,233,284,52,12.1183720347947,108.975727420286
542,South Korea,Rice,121,181,61,244,304,61,12.1182516249392,108.97546387447
543,South Korea,Millet,152,181,30,263,293,31,12.1183720316271,108.975727380877
544,South Korea,Sorghum,91,151,61,253,293,41,12.1183720345667,108.975727399972
545,South Korea,Potatoes,60,102,43,171,202,32,12.1211738036165,108.976525449617
546,South Korea,Sweet.Potatoes,71,111,41,222,262,41,12.1212577831842,108.976708701676
547,Sri Lanka,Rice,244,354,111,10,111,102,26.7632376996873,150.707943156791
548,Sri Lanka,Maize,274,324,51,40,90,51,26.0929712352038,161.5014768255
549,Sudan,Wheat,305,334,30,60,90,31,28.2474313779771,35.7175472133386
550,Sudan (South),Maize,91,151,61,213,262,50,26.8150679755687,81.4135060207741
551,Sudan (South),Millet,91,151,61,213,273,61,27.4152193473419,60.316647342137
552,Sudan (North),Millet,152,212,61,305,365,61,27.2042841837741,40.2641523126974
553,Sudan (South),Sorghum,91,151,61,213,273,61,27.6443487742947,52.852087080924
554,Sudan (North),Sorghum,152,212,61,305,365,61,28.1645947103411,40.7508537133179
555,Suriname,Maize,253,295,43,40,80,41,26.5178042301927,175.818477709008
556,Suriname,Rice,71,233,163,253,294,42,27.1102748178501,162.515487323438
557,Suriname,Soybeans,345,365,21,70,111,42,26.9206093240488,179.540358765298
558,Swaziland,Wheat,121,151,31,305,334,30,19.3247688258582,73.1551028600376
559,Swaziland,Maize,274,334,61,121,151,31,19.2855687740068,74.84674115774
560,Swaziland,Rice,284,324,41,10,140,131,19.3012797955878,73.3456706182586
561,Swaziland,Sorghum,335,365,31,152,181,30,19.1061194714378,75.5420233689017
562,Syria,Wheat,282,19,103,131,201,71,17.7275826800179,36.1701943586493
563,Syria,Barley,283,10,93,131,181,51,17.6949970798166,36.1308002080455
564,Syria,Rice,101,141,41,253,304,52,18.006551470092,46.4885634490058
565,Syria,Potatoes,70,136,67,136,293,158,17.511245791535,36.8019087424727
566,Tajikistan,Wheat,227,318,92,152,227,76,9.88942225149033,52.2641083747807
567,Tajikistan,Multiple,91,181,91,213,273,61,NA,NA
568,Tajikistan,Cotton,106,146,41,263,323,61,9.88942226093954,52.2641083414119
569,Tanzania (South),Wheat,344,47,69,137,181,45,20.7282142436872,93.2716177619951
570,Tanzania (North),Wheat,15,75,61,152,212,61,20.9515294603227,67.2896141276315
571,Tanzania,Barley,11,81,71,162,243,82,22.0597028734961,86.2760663107254
573,Tanzania (South),Maize,349,47,64,137,197,61,22.0763910686264,91.5933893206954
574,Tanzania (North),Maize,10,71,62,152,212,61,21.9435753860223,79.4204955774925
576,Tanzania (South),Sorghum,335,31,62,121,181,61,23.3813768061448,90.7070878839932
577,Tanzania (North),Sorghum,1,59,59,137,181,45,22.0864773127415,77.7942529606474
578,Tanzania,Potatoes,71,142,72,162,233,72,22.0546125196618,86.2560293465319
583,Thailand,Sorghum,102,243,142,244,355,112,26.962565109422,126.994543252431
586,Togo,Millet,121,212,92,274,334,61,27.985933390026,89.5136578747527
587,Togo,Maize,60,120,61,213,273,61,26.6747866969619,100.743512829524
588,Togo,Maize,213,273,61,335,31,62,26.6765037507531,100.734504120004
589,Togo,Sorghum,121,212,92,274,334,61,27.3449882607284,98.1962230450888
590,Togo,Rice,121,151,31,289,319,31,26.6003835033091,104.543508789405
591,Togo,Cassava,121,181,61,335,31,62,26.5258863627092,101.926129909275
592,Togo,Yams,32,90,59,182,31,215,26.721523472474,103.947279953673
593,Trinidad & Tobago,Maize,152,193,42,244,283,40,26.0961115808974,167.027752503689
594,Trinidad & Tobago,Rice,152,223,72,294,344,51,26.0961115787645,167.027752658909
595,Trinidad & Tobago,Sweet.Potatoes,32,111,80,111,120,10,NA,NA
596,Tunisia,Wheat,284,354,71,152,181,30,17.073969340207,57.0703046137781
597,Tunisia,Barley,283,354,72,131,171,41,16.9352047479316,53.2661148019509
598,Tunisia,Potatoes,19,59,41,141,181,41,17.6996804129147,50.2431604502881
599,Tunisia,Sugarbeets,284,355,72,162,172,11,17.1787507636212,56.2214753912151
600,Turkey,Wheat,254,334,81,172,222,51,11.6034085428413,46.4245694604584
601,Turkey,Barley,253,355,103,132,202,71,11.1718225027819,42.5821464483137
602,Turkey,Maize,101,151,51,233,304,72,12.8816588478466,59.9756890072993
603,Turkey,Rice,101,172,72,254,293,40,12.643901558467,51.4266617986495
604,Turkey,Millet,91,151,61,213,293,81,14.1068790861005,60.4464803486944
605,Turkey,Potatoes,60,181,122,192,263,72,10.4449337431239,46.7750391894793
606,Turkmenistan,Wheat,227,318,92,152,227,76,15.9141141090352,16.6740088940352
607,Turkmenistan,Multiple,91,181,91,213,273,61,NA,NA
608,Turkmenistan,Maize,91,181,91,213,273,61,15.9141141053292,16.6740088957979
609,Turkmenistan,Cotton,107,146,40,264,323,60,15.9141141078103,16.6740088964744
610,Uganda (South),Pulses,32,90,59,152,212,61,19.1160738930986,98.8906067339215
611,Uganda (South),Pulses,244,304,61,335,31,62,NA,NA
612,Uganda (South),Maize,32,90,59,152,212,61,19.8440496863538,98.2667320833558
613,Uganda (South),Maize,244,304,61,335,31,62,19.8440496863538,98.2667320833558
614,Uganda (North),Maize,91,151,61,213,273,61,22.9489352177105,100.170006518595
615,Uganda (South),Millet,32,90,59,152,243,92,18.4377875188139,94.1307555635647
616,Uganda (South),Millet,244,304,61,335,31,62,NA,NA
617,Uganda (North),Millet,91,151,61,244,304,61,23.3749815427374,106.448818352598
618,Uganda (North),Cassava,91,151,61,244,90,212,23.2893955432519,106.540294858737
619,Uganda (North),Sweet.Potatoes,91,151,61,244,90,212,23.1543978035105,107.432331505959
627,Uruguay,Wheat,121,243,123,313,8,61,17.6842130804588,91.8692905861114
628,Uruguay,Barley,161,202,42,313,18,71,17.6275363377931,91.0299504455814
629,Uruguay,Maize,213,365,153,80,131,52,17.4556358714665,92.2795273290087
630,Uruguay,Rice,274,353,80,70,151,82,17.8083075212136,105.699656921604
631,Uruguay,Sorghum,274,353,80,81,151,71,17.5232220900042,91.5581735621354
632,Uruguay,Potatoes,192,262,71,313,50,103,17.1582853287779,91.5646570610177
633,Uruguay,Sweet.Potatoes,222,263,42,344,18,40,17.6174206877316,95.7775409399086
634,Uruguay,Sugarbeets,131,203,73,313,80,133,NA,NA
635,Uruguay,Soybeans,274,353,80,81,141,61,17.871240062044,101.190187524316
636,Uzbekistan,Multiple,227,319,93,152,227,76,NA,NA
637,Uzbekistan,Multiple,91,181,91,213,273,61,NA,NA
638,Uzbekistan,Maize,91,181,91,213,273,61,13.683798372749,24.4280270406968
639,Uzbekistan,Cotton,107,146,40,264,323,60,13.6646368710854,24.2060084074186
640,Venezuela,Maize,39,192,154,192,352,161,25.9476497815858,114.099157682574
641,Venezuela,Rice,100,202,103,223,324,102,26.3440093654771,124.321817682309
642,Venezuela,Sorghum,283,324,42,70,110,41,26.6596854182225,112.42679579982
643,Venezuela,Potatoes,314,354,41,70,110,41,23.9141207523481,108.418989674892
649,Zambia,Wheat,121,166,46,274,318,45,22.2297244760646,68.4280238240248
650,Zambia,Maize,288,348,61,105,166,62,21.5378264394482,80.3384166207897
651,Zambia,Millet,344,355,12,161,202,42,21.3345714129959,88.4870364559738
652,Zambia,Sorghum,319,16,63,121,181,61,21.7109608260322,78.8995955537758
653,Zimbabwe,Wheat,121,166,46,274,318,45,21.1084064135072,53.4812657106501
654,Zimbabwe,Maize,305,365,61,121,181,61,20.8161517995807,61.1592933761435
655,Zimbabwe,Sorghum,335,31,62,152,181,30,21.1338404398818,49.2138846553824
658,Argentina,Sorghum,280,365,86,92,209,118,18.7734557947106,75.6684352690042
659,Argentina,Soybeans,303,364,62,89,150,62,17.7887982937673,75.5368159671255
660,Argentina,Soybeans,1,36,36,119,180,62,NA,NA
661,Argentina,Sunflower,246,360,115,46,136,91,16.2764001072331,66.6887647578378
662,Argentina,Cotton,246,333,88,47,179,133,21.5609243881451,83.5608721610031
663,Argentina,Sugarcane,121,335,215,121,335,215,NA,NA
664,Argentina,Groundnuts,269,364,96,58,179,122,17.2184351282673,64.4216810697076
670,Australia,Rapeseed,105,182,78,291,365,75,NA,NA
671,Bangladesh,Rice,66,142,77,180,231,52,NA,NA
672,Bangladesh,Rice,151,222,72,303,360,58,25.5160540973765,187.623775530642
673,Bangladesh,Rice,311,30,85,107,148,42,25.5160540973765,187.623775530642
674,Brazil (Center-South),Maize,291,365,75,28,171,144,20.7773947920321,131.654250066909
676,Brazil (Center-South),Wheat,87,147,61,241,334,94,19.9987195870892,132.106085998406
677,Brazil (Rio Grande do Sul),Wheat,119,180,62,270,364,95,19.5143663960783,142.468147057118
678,Brazil (Center-South),Soybeans,291,365,75,59,152,94,21.7338980091794,137.070403340828
679,Brazil (Center-South),Cotton,243,327,85,27,150,124,23.2597073389547,131.372942542235
680,Brazil (Northeast),Cotton,89,149,61,210,29,185,25.0517087311535,82.4938991381158
681,Brazil (Center-South),Sugarcane,120,301,182,120,301,182,NA,NA
682,Brazil (Northeast),Sugarcane,242,90,214,242,90,214,NA,NA
683,Bulgaria,Maize,84,147,64,224,284,61,11.1433660590469,49.0040504675349
684,Bulgaria,Wheat,242,306,65,164,224,61,11.1701165769409,49.772197142794
685,"Canadian Prairies (Alberta, Saskatchewan, Manitoba)",Wheat,115,156,42,228,286,59,2.4935742451926,34.2896025239932
686,"Canadian Prairies (Alberta, Saskatchewan, Manitoba)",Barley,116,156,41,227,286,60,2.37685350924549,35.8150664680772
687,"Canadian Prairies (Alberta, Saskatchewan, Manitoba)",Rapeseed,118,156,39,228,286,59,NA,NA
688,Ontario & Quebec,Maize,118,184,67,267,329,63,6.49590530860437,80.8350018022705
689,Ontario & Quebec,Soybeans,125,180,56,255,324,70,7.12354080894856,78.5204135680825
690,China,Rice,90,153,64,215,276,62,14.5309323199982,87.9378385135775
691,China,Rice,56,120,65,149,210,62,18.8148143436355,131.369002424898
692,China,Rice,151,214,64,276,336,61,18.8148143436355,131.369002424898
693,China (north),Wheat,59,119,61,190,234,45,4.87827374685305,36.1769276046995
694,China (North China Plain),Wheat,242,302,61,136,178,43,14.0554634765709,64.6579701727613
695,China (North China Plain and Manchuria),Maize,98,162,65,224,284,61,9.46376226879678,50.7149860929497
696,China (south),Maize,40,103,64,181,241,61,16.212493053073,97.9138175058242
697,China (North China Plain and Manchuria),Soybeans,90,154,65,243,303,61,7.88211075071463,52.3127698452145
698,China,Groundnuts,113,156,44,251,304,54,15.2784227383409,85.3671652891837
699,China,Rapeseed,305,364,60,88,149,62,15.3277527411233,97.2872418926411
700,China,Cotton,89,136,48,242,303,62,13.8515716522073,60.409551050841
701,China,Sugarcane,304,116,178,304,116,178,NA,NA
702,China,Sugarbeets,90,133,44,273,334,62,4.78220840824993,38.3253500047935
703,Finland,Barley,99,150,52,222,272,51,3.08759715279342,48.5309376730552
704,Finland,Oats,99,149,51,222,272,51,3.08759715804522,48.5309376775498
705,France,Wheat,272,335,64,182,243,62,10.7807433178778,64.0937479925753
706,France,Maize,88,151,64,242,336,95,11.4633307454143,69.4143346559399
707,France,Barley,247,303,57,148,209,62,10.6186463445877,64.9589659515662
708,France,Rapeseed,213,276,64,149,211,63,10.6047959256135,64.2457689215134
709,France,Sunflower,88,151,64,208,268,61,11.6693210782476,67.171499372279
710,France,Sugarbeets,87,150,64,243,303,61,10.1361489512894,59.6480350864506
711,Germany,Wheat,272,308,37,209,246,38,8.51586833380378,58.030032508873
712,Germany,Barley,242,306,65,151,211,61,8.47703846968793,58.8321029863778
713,Germany,Barley,87,126,40,211,252,42,8.47703846968793,58.8321029863778
714,Germany,Rye,243,306,64,151,212,62,8.65928330051265,52.6818997951362
715,Germany,Rapeseed,212,276,65,152,212,61,8.41597231869592,56.1941600729005
716,Germany,Sugarbeets,85,150,66,243,304,62,8.71536878108987,58.5819737671362
717,Greece,Cotton,59,102,44,273,333,61,13.6062611310711,51.3523515220074
718,Hungary,Maize,87,151,65,244,304,61,10.5084936203994,48.9646434290529
719,Hungary,Sunflower,84,148,65,242,302,61,10.4824284765318,47.6979246914354
720,Hungary,Wheat,242,306,65,152,212,61,10.482153542411,47.9534601733922
728,Italy,Wheat,276,339,64,151,212,62,13.4536349738464,64.093751236043
729,Italy,Maize,86,135,50,242,302,61,12.2207325241748,78.6505484084318
730,Italy,Sunflower,89,152,64,269,325,57,12.9747048232518,67.9377828247187
731,Mexico (not northwest),Maize,118,180,63,276,361,86,20.0937528687821,95.4412329294836
732,Mexico,Wheat,275,364,90,93,179,87,21.254026987728,47.4261539110236
733,Mexico,Sorghum,105,156,52,302,365,64,19.8211278480963,63.060414821318
734,Mexico,Sorghum,30,87,58,131,182,52,23.5618668661366,54.4359128850836
736,Pakistan,Wheat,269,356,88,93,163,71,23.9660965697015,33.5223833726492
737,Pakistan,Rice,139,204,66,264,352,89,24.4220726854491,29.0699342717661
738,Pakistan,Cotton,151,209,59,263,351,89,24.7749797572984,29.6770241523555
739,Pakistan,Sugarcane,26,90,65,301,365,65,NA,NA
740,Paraguay,Soybeans,280,365,86,60,182,123,21.4091596265922,146.137359934617
741,Paraguay,Cotton,270,355,86,42,163,122,21.9511611116909,138.751054723937
742,Poland,Wheat,243,308,66,179,240,62,7.86470962235916,50.2342619315952
743,Poland,Rye,242,306,65,149,210,62,7.80934681024577,48.0696276320382
744,Poland,Oats,83,147,65,208,268,61,7.78877441671884,49.1587399722076
745,Poland,Rapeseed,213,277,65,152,213,62,7.90310246479113,49.9038057776957
746,Poland,Sugarbeets,86,150,65,275,335,61,7.94559307889557,48.1737025977037
747,Romania,Maize,86,150,65,210,270,61,10.2431768667547,47.6610771230392
748,Romania,Wheat,243,307,65,183,243,61,10.5065067618803,47.3143742475339
751,Russia,Barley,260,297,38,169,200,32,4.1533970568117,42.3952854302104
756,Russia,Sunflower,109,148,40,246,298,53,7.11347347611575,41.6208263953061
761,Spain,Wheat,301,364,64,143,211,69,12.5568995527522,45.3678792370057
762,Spain,Wheat,301,364,64,107,162,56,15.7863105251725,46.823800045859
763,Spain,Barley,320,363,44,148,209,62,12.562421060889,43.6487993762103
764,Spain,Maize,56,120,65,233,337,105,13.2102878505923,50.2387352091202
765,Spain,Sunflower,60,149,90,211,304,94,14.0482707114038,44.4412223170932
766,Spain,Cotton,28,86,59,242,337,96,15.7825360596063,46.7343805773638
767,Spain,Rice,24,88,65,241,301,61,14.9056906534624,46.1303203382401
768,Sweden,Barley,102,153,52,224,274,51,6.16238508935982,49.951105502796
769,Sweden,Oats,105,153,49,244,305,62,6.29144454281555,52.7612428036586
770,Sweden,Wheat,243,306,64,151,211,61,6.3320536643691,49.9576210173145
771,Sweden,Rapeseed,241,303,63,151,209,59,6.56771140158681,51.0421496003696
777,Ukraine,Sorghum,111,143,33,260,306,47,8.34367757976828,45.2079411519681
779,Ukraine,Rapeseed,119,157,39,218,270,53,NA,NA
780,Ukraine,Wheat,119,157,39,218,271,54,8.37267255366988,45.7917768238748
781,Ukraine,Sugarbeets,91,139,49,246,299,54,7.82066485989934,47.8255505016921
782,Ukraine,Sunflower,99,147,49,249,302,54,8.75939986658415,42.3873843982335
783,Ukraine,Rapeseed,228,267,40,190,226,37,8.3432062884169,45.2128747251251
785,United Kingdom,Wheat,276,332,57,183,233,51,9.15072568731267,61.0493807523579
786,United Kingdom,Barley,59,116,58,183,233,51,8.77216468044936,70.968248405922
787,United Kingdom,Barley,260,308,49,150,210,61,8.77216468044936,70.968248405922
788,United Kingdom,Rapeseed,258,304,47,166,227,62,8.93914901876581,63.7061939950561
789,United Kingdom,Sugarbeets,60,116,57,265,363,99,9.34977664972858,52.7951639124924
804,Ontario & Quebec,Wheat,256,312,57,182,248,67,6.77742847927575,78.7570264240256
805,Mexico (NW),Maize,244,304,61,1,90,90,18.6366246938803,35.3571735074612
806,Mexico,Sugarcane,305,181,242,305,181,242,NA,NA
807,Cuba,Sugarcane,305,162,223,305,162,223,NA,NA
808,Brazil (Northeast),Maize,63,148,86,274,365,92,NA,NA
809,Brazil (North & Northeast),Rice,1,59,59,148,243,96,26.3966329681802,134.398466227503
810,Brazil (Center-South),Rice,286,365,80,28,148,121,20.7475531294883,129.91099613215
811,Czechoslovakia,Multiple,96,151,56,233,274,42,NA,NA
812,Czechoslovakia,Multiple,228,293,66,182,232,51,NA,NA
815,Italy,Wheat,64,124,61,182,243,62,13.4536349738464,64.093751236043
816,Italy,Barley,310,61,117,141,196,56,13.2045828283688,67.8105872390819
817,Italy,Rice,95,148,54,269,310,42,12.1494232836115,75.1364841415959
818,Italy,Soybeans,116,151,36,274,334,61,12.0642897816946,81.0260164780003
819,Sweden,Rye,244,304,61,152,212,61,6.62336750014768,51.1937411961911
820,Yugoslavia (Former),Maize,93,140,48,249,310,62,10.4218815416587,71.5664157086071
821,Yugoslavia (Former),Wheat,244,304,61,182,243,62,10.4250162684383,71.5735745823776
823,Turkey,Cotton,71,138,68,258,349,92,15.868261373491,54.132382975401804
826,India,Soybeans,152,212,61,255,362,108,25.777351686739,88.7959740535421
827,India,Rapeseed,274,360,87,75,141,67,25.1991201051227,76.4173225401782
828,India (North),Cotton,67,166,100,264,360,97,24.3239482212351,46.0857431746727
831,Burma (Myanmar),Rice,121,185,65,277,354,78,26.1194312479949,219.02888449542
832,Burma (Myanmar),Rice,301,365,65,69,163,95,26.1194312479949,219.02888449542
833,Thailand,Rice,128,243,116,279,34,121,27.1303261308936,116.906555476019
834,Thailand,Rice,6,69,64,116,181,66,27.1303261308936,116.906555476019
835,Thailand,Maize,102,166,65,187,261,75,26.8718317804272,110.667470819517
836,Thailand (central & northern),Sugarcane,128,174,47,335,59,90,NA,NA
837,Thailand (central & northern),Sugarcane,337,108,137,337,108,137,NA,NA
838,Thailand (NE),Sugarcane,276,332,57,335,79,110,NA,NA
839,Vietnam,Rice,121,177,57,227,312,86,NA,NA
840,Vietnam (North),Rice,159,222,64,247,342,96,24.2363436666072,141.301907660458
841,Vietnam (South),Rice,166,288,123,325,40,81,27.1015788949629,150.968867901318
842,Vietnam (North),Rice,314,100,152,138,209,72,24.2363436666072,141.301907660458
843,Vietnam (South),Rice,330,71,107,84,143,60,27.1015788949629,150.968867901318
844,Philippines,Rice,91,169,79,254,349,96,26.1684156548056,202.838141178321
845,Philippines,Rice,283,358,76,11,108,98,NA,NA
846,Philippines,Maize,94,166,73,187,263,77,25.690112452728,188.283547170683
850,Indonesia,Maize,173,236,64,286,349,64,25.473911391033,201.3634812961
851,Indonesia (S. Sumatra & E. Java),Maize,307,362,56,60,123,64,26.5254510857034,174.986810421648
856,Australia,Sugarcane,179,365,187,179,365,187,NA,NA
858,Philippines,Maize,283,360,78,40,125,86,NA,NA
859,Brazil (Center-South),Maize,1,58,58,152,258,107,20.7773947920321,131.654250066909
860,Argentina,Maize,252,340,89,60,150,91,17.3157921940814,73.6422595730203
861,Argentina,Rice,242,349,108,59,175,117,19.5967564212391,99.2438018708353
862,Argentina,Wheat,127,233,107,304,22,84,16.6204673310008,70.2292452965605
863,South Africa (East),Maize,271,365,95,115,193,79,16.5537565980225,52.6129963262339
864,South Africa (except Western Cape),Wheat,117,187,71,272,350,79,16.3259326584881,47.7001492431419
865,"China (Sichuan, Hubei and Hunan)",Cotton,89,136,48,213,273,61,16.8007378763235,97.5407287500302
866,China (South),Soybeans,45,109,65,198,258,61,16.9911755908726,111.306876843289
867,Mexico (Yucatan),Maize,163,225,63,321,41,86,25.9179106057566,98.2538774352448
976,Alaska,Barley,125,156,32,232,278,47,NA,NA
977,California,Barley,51,135,85,227,274,48,13.8219411805926,36.2699771759988
978,Colorado,Barley,74,135,62,191,263,73,6.3642589572004296,24.7537755237273
979,Idaho,Barley,83,146,64,209,272,64,6.1400703377566,34.1497770572817
