Site,Year,Date,Plot,Location,Snow_cover,Water_cover,Land_cover,Total_cover,Observer,Notes
barr,2012,2012-07-17,brw5,b2,0,0,100,100,jcunningham,NA
barr,2012,2012-07-17,brw5,b4,0,0,100,100,jcunningham,NA
barr,2012,2012-07-17,brw5,b6,0,0,100,100,jcunningham,NA
barr,2012,2012-07-17,brw5,b8,0,0,100,100,jcunningham,NA
barr,2012,2012-07-17,brw5,d10,0,0,100,100,jcunningham,NA
barr,2012,2012-07-17,brw5,d12,0,0,100,100,jcunningham,NA
barr,2012,2012-07-17,brw5,d2,0,0,100,100,jcunningham,NA
barr,2012,2012-07-17,brw5,d4,0,0,100,100,jcunningham,NA
barr,2012,2012-07-17,brw5,d6,0,0,100,100,jcunningham,NA
barr,2012,2012-07-17,brw5,d8,0,0,100,100,jcunningham,NA
barr,2012,2012-07-17,brw5,f10,0,0,100,100,jcunningham,NA
barr,2012,2012-07-17,brw5,f12,0,0,100,100,jcunningham,NA
barr,2012,2012-07-17,brw5,f2,0,0,100,100,jcunningham,NA
barr,2012,2012-07-17,brw5,f4,0,0,100,100,jcunningham,NA
barr,2012,2012-07-17,brw5,f6,0,0,100,100,jcunningham,NA
barr,2012,2012-07-17,brw5,f8,0,0,100,100,jcunningham,NA
barr,2012,2012-07-17,brw5,h10,0,0,100,100,jcunningham,NA
barr,2012,2012-07-17,brw5,h12,0,0,100,100,jcunningham,NA
barr,2012,2012-07-17,brw5,h2,0,0,100,100,jcunningham,NA
barr,2012,2012-07-17,brw5,h4,0,0,100,100,jcunningham,NA
barr,2012,2012-07-17,brw5,h6,0,0,100,100,jcunningham,NA
barr,2012,2012-07-17,brw5,h8,0,0,100,100,jcunningham,NA
barr,2012,2012-07-17,brw5,j10,0,0,100,100,jcunningham,NA
barr,2012,2012-07-17,brw5,j2,0,0,100,100,jcunningham,NA
barr,2012,2012-07-17,brw5,j4,0,0,100,100,jcunningham,NA
barr,2012,2012-07-17,brw5,j8,0,0,100,100,jcunningham,NA
barr,2012,2012-07-17,brw5,l10,0,0,100,100,jcunningham,NA
barr,2012,2012-07-17,brw5,l2,0,0,100,100,jcunningham,NA
barr,2012,2012-07-17,brw5,l4,0,0,100,100,jcunningham,NA
barr,2012,2012-07-17,brw5,l8,0,0,100,100,jcunningham,NA
barr,2012,2012-07-17,brw6,b10,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-17,brw6,b12,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-17,brw6,b4,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-17,brw6,b6,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-17,brw6,d10,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-17,brw6,d12,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-17,brw6,d2,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-17,brw6,d4,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-17,brw6,d6,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-17,brw6,d8,0,60,60,120,mmcconnell,NA
barr,2012,2012-07-17,brw6,f12,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-17,brw6,f2,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-17,brw6,f4,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-17,brw6,f6,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-17,brw6,h12,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-17,brw6,h2,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-17,brw6,h6,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-17,brw6,h8,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-17,brw6,j8,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-17,brw6,l10,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-17,brw6,l12,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-17,brw6,l8,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-17,brw8,b10,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-17,brw8,b12,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-17,brw8,b8,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-17,brw8,d10,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-17,brw8,d12,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-17,brw8,d6,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-17,brw8,d8,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-17,brw8,f12,0,40,40,80,mmcconnell,NA
barr,2012,2012-07-17,brw8,f8,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-17,brw8,h10,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-17,brw8,h12,0,50,50,100,mmcconnell,NA
barr,2012,2012-07-17,brw8,h4,0,60,60,120,mmcconnell,NA
barr,2012,2012-07-17,brw8,h8,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-17,brw8,j10,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-17,brw8,j2,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-17,brw8,j4,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-17,brw8,j6,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-17,brw8,j8,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-17,brw8,l10,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-17,brw8,l12,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-17,brw8,l2,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-17,brw8,l4,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-17,brw8,l6,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-17,brw8,l8,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-24,brw3,b12,0,0,100,100,jcunningham,NA
barr,2012,2012-07-24,brw3,b2,0,0,100,100,jcunningham,NA
barr,2012,2012-07-24,brw3,b4,0,0,100,100,jcunningham,NA
barr,2012,2012-07-24,brw3,b6,0,0,100,100,jcunningham,NA
barr,2012,2012-07-24,brw3,b8,0,0,100,100,jcunningham,NA
barr,2012,2012-07-24,brw3,d10,0,0,100,100,jcunningham,NA
barr,2012,2012-07-24,brw3,d12,0,60,60,120,jcunningham,NA
barr,2012,2012-07-24,brw3,d2,0,0,100,100,jcunningham,NA
barr,2012,2012-07-24,brw3,d4,0,0,100,100,jcunningham,NA
barr,2012,2012-07-24,brw3,d6,0,0,100,100,jcunningham,NA
barr,2012,2012-07-24,brw3,d8,0,0,100,100,jcunningham,NA
barr,2012,2012-07-24,brw3,f10,0,0,100,100,jcunningham,NA
barr,2012,2012-07-24,brw3,f12,0,0,100,100,jcunningham,NA
barr,2012,2012-07-24,brw3,f2,0,0,100,100,jcunningham,NA
barr,2012,2012-07-24,brw3,f4,0,0,100,100,jcunningham,NA
barr,2012,2012-07-24,brw3,f6,0,0,100,100,jcunningham,NA
barr,2012,2012-07-24,brw3,f8,0,0,100,100,jcunningham,NA
barr,2012,2012-07-24,brw3,h10,0,0,100,100,jcunningham,NA
barr,2012,2012-07-24,brw3,h12,0,0,100,100,jcunningham,NA
barr,2012,2012-07-24,brw3,h2,0,0,100,100,jcunningham,NA
barr,2012,2012-07-24,brw3,h4,0,0,100,100,jcunningham,NA
barr,2012,2012-07-24,brw3,h6,0,0,100,100,jcunningham,NA
barr,2012,2012-07-24,brw3,h8,0,0,100,100,jcunningham,NA
barr,2012,2012-07-24,brw3,j10,0,0,100,100,jcunningham,NA
barr,2012,2012-07-24,brw3,j12,0,0,100,100,jcunningham,NA
barr,2012,2012-07-24,brw3,j2,0,0,100,100,jcunningham,NA
barr,2012,2012-07-24,brw3,j4,0,0,100,100,jcunningham,NA
barr,2012,2012-07-24,brw3,j6,0,0,100,100,jcunningham,NA
barr,2012,2012-07-24,brw3,l10,0,0,100,100,jcunningham,NA
barr,2012,2012-07-24,brw3,l12,0,0,100,100,jcunningham,NA
barr,2012,2012-07-24,brw3,l2,0,0,100,100,jcunningham,NA
barr,2012,2012-07-24,brw3,l4,0,0,100,100,jcunningham,NA
barr,2012,2012-07-24,brw3,l6,0,0,100,100,jcunningham,NA
barr,2012,2012-07-24,brw3,l8,0,0,100,100,jcunningham,NA
barr,2012,2012-07-24,brw6,b10,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-24,brw6,b12,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-24,brw6,b4,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-24,brw6,b6,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-24,brw6,d12,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-24,brw6,d2,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-24,brw6,d4,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-24,brw6,d6,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-24,brw6,d8,0,60,60,120,mmcconnell,NA
barr,2012,2012-07-24,brw6,f12,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-24,brw6,f2,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-24,brw6,f4,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-24,brw6,f6,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-24,brw6,h12,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-24,brw6,h2,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-24,brw6,h6,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-24,brw6,h8,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-24,brw6,j8,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-24,brw6,l10,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-24,brw6,l12,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-24,brw6,l8,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-24,brw8,b10,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-24,brw8,b12,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-24,brw8,d10,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-24,brw8,d12,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-24,brw8,d2,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-24,brw8,d6,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-24,brw8,d8,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-24,brw8,f10,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-24,brw8,f8,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-24,brw8,h10,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-24,brw8,h12,0,40,40,80,mmcconnell,NA
barr,2012,2012-07-24,brw8,h4,0,40,40,80,mmcconnell,NA
barr,2012,2012-07-24,brw8,h8,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-24,brw8,j10,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-24,brw8,j12,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-24,brw8,j4,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-24,brw8,j6,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-24,brw8,j8,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-24,brw8,l10,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-24,brw8,l12,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-24,brw8,l2,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-24,brw8,l6,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-24,brw8,l8,0,0,100,100,mmcconnell,NA
barr,2012,2012-07-24,brw1,b2,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw1,b4,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw1,b6,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw1,b8,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw1,d12,0,60,60,120,pherzog,NA
barr,2012,2012-07-24,brw1,d2,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw1,d4,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw1,d6,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw1,f2,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw1,f6,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw1,h12,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw1,h2,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw1,h6,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw1,j10,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw1,j12,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw1,j2,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw1,j4,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw1,j6,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw1,j8,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw1,l10,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw1,l12,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw1,l2,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw1,l4,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw1,l6,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw1,l8,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw2,b10,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw2,b12,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw2,b2,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw2,b4,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw2,b6,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw2,b8,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw2,d10,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw2,d12,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw2,d2,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw2,d4,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw2,d6,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw2,d8,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw2,f10,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw2,f12,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw2,f2,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw2,f4,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw2,f6,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw2,f8,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw2,h10,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw2,h12,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw2,h4,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw2,h6,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw2,h8,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw2,j10,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw2,j12,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw2,j2,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw2,j4,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw2,j6,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw2,j8,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw2,l12,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw2,l2,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw2,l4,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw2,l6,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw2,l8,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw5,b10,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw5,b12,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw5,b4,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw5,b6,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw5,b8,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw5,d10,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw5,d12,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw5,d2,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw5,d4,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw5,d6,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw5,d8,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw5,f10,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw5,f12,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw5,f2,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw5,f4,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw5,f6,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw5,f8,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw5,h10,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw5,h12,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw5,h2,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw5,h4,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw5,h6,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw5,h8,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw5,j10,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw5,j12,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw5,j2,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw5,j4,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw5,j8,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw5,l10,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw5,l12,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw5,l2,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw5,l4,0,0,100,100,pherzog,NA
barr,2012,2012-07-24,brw5,l8,0,0,100,100,pherzog,NA
barr,2013,2013-05-30,brw2,b10,70,0,30,100,jcunningham,NA
barr,2013,2013-05-30,brw2,b12,75,0,25,100,jcunningham,NA
barr,2013,2013-05-30,brw2,b4,0,50,50,100,jcunningham,NA
barr,2013,2013-05-30,brw2,b6,35,0,65,100,jcunningham,NA
barr,2013,2013-05-30,brw2,b8,0,50,50,100,jcunningham,NA
barr,2013,2013-05-30,brw2,d10,60,0,40,100,jcunningham,NA
barr,2013,2013-05-30,brw2,d12,40,0,60,100,jcunningham,NA
barr,2013,2013-05-30,brw2,d4,60,0,40,100,jcunningham,NA
barr,2013,2013-05-30,brw2,d6,30,0,70,100,jcunningham,NA
barr,2013,2013-05-30,brw2,d8,40,0,60,100,jcunningham,NA
barr,2013,2013-05-30,brw2,f10,40,0,60,100,jcunningham,NA
barr,2013,2013-05-30,brw2,f12,65,0,35,100,jcunningham,NA
barr,2013,2013-05-30,brw2,f2,40,0,60,100,jcunningham,NA
barr,2013,2013-05-30,brw2,f4,0,50,50,100,jcunningham,NA
barr,2013,2013-05-30,brw2,f6,45,0,55,100,jcunningham,NA
barr,2013,2013-05-30,brw2,f8,0,50,50,100,jcunningham,NA
barr,2013,2013-05-30,brw2,h10,55,0,45,100,jcunningham,NA
barr,2013,2013-05-30,brw2,h12,70,0,30,100,jcunningham,NA
barr,2013,2013-05-30,brw2,h4,45,35,35,115,jcunningham,NA
barr,2013,2013-05-30,brw2,h6,40,0,60,100,jcunningham,NA
barr,2013,2013-05-30,brw2,j10,70,0,30,100,jcunningham,NA
barr,2013,2013-05-30,brw2,j12,35,0,65,100,jcunningham,NA
barr,2013,2013-05-30,brw2,j2,75,0,25,100,jcunningham,NA
barr,2013,2013-05-30,brw2,j6,30,0,70,100,jcunningham,NA
barr,2013,2013-05-30,brw2,j8,60,0,40,100,jcunningham,NA
barr,2013,2013-05-30,brw2,l10,70,25,25,120,jcunningham,NA
barr,2013,2013-05-30,brw2,l6,35,0,65,100,jcunningham,NA
barr,2013,2013-05-30,brw2,l8,45,0,55,100,jcunningham,NA
barr,2013,2013-05-30,brw0,b10,90,0,10,100,"jcunningham,kgrond",NA
barr,2013,2013-05-30,brw0,b12,70,0,30,100,"jcunningham,kgrond",NA
barr,2013,2013-05-30,brw0,b2,0,50,50,100,"jcunningham,kgrond",NA
barr,2013,2013-05-30,brw0,b4,85,0,15,100,"jcunningham,kgrond",NA
barr,2013,2013-05-30,brw0,b6,70,0,30,100,"jcunningham,kgrond",NA
barr,2013,2013-05-30,brw0,b8,85,0,15,100,"jcunningham,kgrond",NA
barr,2013,2013-05-30,brw0,d10,95,0,5,100,"jcunningham,kgrond",NA
barr,2013,2013-05-30,brw0,d12,70,0,30,100,"jcunningham,kgrond",NA
barr,2013,2013-05-30,brw0,d2,90,0,10,100,"jcunningham,kgrond",NA
barr,2013,2013-05-30,brw0,d4,70,0,30,100,"jcunningham,kgrond",NA
barr,2013,2013-05-30,brw0,d6,95,0,5,100,"jcunningham,kgrond",NA
barr,2013,2013-05-30,brw0,d8,40,0,60,100,"jcunningham,kgrond",NA
barr,2013,2013-05-30,brw0,f10,80,0,20,100,"jcunningham,kgrond",NA
barr,2013,2013-05-30,brw0,f12,75,0,25,100,"jcunningham,kgrond",NA
barr,2013,2013-05-30,brw0,f2,65,0,35,100,"jcunningham,kgrond",NA
barr,2013,2013-05-30,brw0,f4,65,0,35,100,"jcunningham,kgrond",NA
barr,2013,2013-05-30,brw0,f6,75,0,25,100,"jcunningham,kgrond",NA
barr,2013,2013-05-30,brw0,f8,95,0,5,100,"jcunningham,kgrond",NA
barr,2013,2013-05-30,brw0,h10,75,20,20,115,"jcunningham,kgrond",NA
barr,2013,2013-05-30,brw0,h12,60,0,40,100,"jcunningham,kgrond",NA
barr,2013,2013-05-30,brw0,h2,90,0,10,100,"jcunningham,kgrond",NA
barr,2013,2013-05-30,brw0,h4,90,0,10,100,"jcunningham,kgrond",NA
barr,2013,2013-05-30,brw0,h6,95,0,5,100,"jcunningham,kgrond",NA
barr,2013,2013-05-30,brw0,h8,90,0,10,100,"jcunningham,kgrond",NA
barr,2013,2013-05-30,brw0,j10,70,0,30,100,"jcunningham,kgrond",NA
barr,2013,2013-05-30,brw0,j12,75,0,25,100,"jcunningham,kgrond",NA
barr,2013,2013-05-30,brw0,j2,55,0,45,100,"jcunningham,kgrond",NA
barr,2013,2013-05-30,brw0,j4,80,0,20,100,"jcunningham,kgrond",NA
barr,2013,2013-05-30,brw0,j6,95,0,5,100,"jcunningham,kgrond",NA
barr,2013,2013-05-30,brw0,j8,90,0,10,100,"jcunningham,kgrond",NA
barr,2013,2013-05-30,brw0,l10,0,50,50,100,"jcunningham,kgrond",NA
barr,2013,2013-05-30,brw0,l12,0,50,50,100,"jcunningham,kgrond",NA
barr,2013,2013-05-30,brw0,l2,90,0,10,100,"jcunningham,kgrond",NA
barr,2013,2013-05-30,brw0,l4,90,0,10,100,"jcunningham,kgrond",NA
barr,2013,2013-05-30,brw0,l6,70,0,30,100,"jcunningham,kgrond",NA
barr,2013,2013-05-30,brw0,l8,75,0,25,100,"jcunningham,kgrond",NA
barr,2013,2013-05-30,brw1,b10,95,0,5,100,kgrond,NA
barr,2013,2013-05-30,brw1,b12,95,0,5,100,kgrond,NA
barr,2013,2013-05-30,brw1,b2,95,0,5,100,kgrond,NA
barr,2013,2013-05-30,brw1,b4,100,0,0,100,kgrond,NA
barr,2013,2013-05-30,brw1,b6,100,0,0,100,kgrond,NA
barr,2013,2013-05-30,brw1,b8,100,0,0,100,kgrond,NA
barr,2013,2013-05-30,brw1,d10,100,0,0,100,kgrond,NA
barr,2013,2013-05-30,brw1,d12,100,0,0,100,kgrond,NA
barr,2013,2013-05-30,brw1,d2,100,0,0,100,kgrond,NA
barr,2013,2013-05-30,brw1,d4,100,0,0,100,kgrond,NA
barr,2013,2013-05-30,brw1,d6,100,0,0,100,kgrond,NA
barr,2013,2013-05-30,brw1,d8,100,0,0,100,kgrond,NA
barr,2013,2013-05-30,brw1,f10,95,0,5,100,kgrond,NA
barr,2013,2013-05-30,brw1,f12,90,0,10,100,kgrond,NA
barr,2013,2013-05-30,brw1,f2,100,0,0,100,kgrond,NA
barr,2013,2013-05-30,brw1,f4,95,0,5,100,kgrond,NA
barr,2013,2013-05-30,brw1,f6,95,0,5,100,kgrond,NA
barr,2013,2013-05-30,brw1,f8,100,0,0,100,kgrond,NA
barr,2013,2013-05-30,brw1,h10,100,0,0,100,kgrond,NA
barr,2013,2013-05-30,brw1,h12,100,0,0,100,kgrond,NA
barr,2013,2013-05-30,brw1,h2,65,0,35,100,kgrond,NA
barr,2013,2013-05-30,brw1,h4,100,0,0,100,kgrond,NA
barr,2013,2013-05-30,brw1,h6,100,0,0,100,kgrond,NA
barr,2013,2013-05-30,brw1,h8,100,0,0,100,kgrond,NA
barr,2013,2013-05-30,brw1,j10,100,0,0,100,kgrond,NA
barr,2013,2013-05-30,brw1,j12,100,0,0,100,kgrond,NA
barr,2013,2013-05-30,brw1,j2,95,0,5,100,kgrond,NA
barr,2013,2013-05-30,brw1,j4,100,0,0,100,kgrond,NA
barr,2013,2013-05-30,brw1,j6,90,0,10,100,kgrond,NA
barr,2013,2013-05-30,brw1,j8,100,0,0,100,kgrond,NA
barr,2013,2013-05-30,brw1,l10,100,0,0,100,kgrond,NA
barr,2013,2013-05-30,brw1,l12,95,0,5,100,kgrond,NA
barr,2013,2013-05-30,brw1,l2,100,0,0,100,kgrond,NA
barr,2013,2013-05-30,brw1,l4,95,0,5,100,kgrond,NA
barr,2013,2013-05-30,brw1,l6,90,0,10,100,kgrond,NA
barr,2013,2013-05-30,brw1,l8,100,0,0,100,kgrond,NA
barr,2013,2013-05-30,brw3,b10,100,0,0,100,pherzog,NA
barr,2013,2013-05-30,brw3,b12,85,0,15,100,pherzog,NA
barr,2013,2013-05-30,brw3,b2,85,0,15,100,pherzog,NA
barr,2013,2013-05-30,brw3,b4,95,0,5,100,pherzog,NA
barr,2013,2013-05-30,brw3,b6,80,0,20,100,pherzog,NA
barr,2013,2013-05-30,brw3,b8,95,0,5,100,pherzog,NA
barr,2013,2013-05-30,brw3,d10,100,0,0,100,pherzog,NA
barr,2013,2013-05-30,brw3,d12,85,0,15,100,pherzog,NA
barr,2013,2013-05-30,brw3,d2,95,0,5,100,pherzog,NA
barr,2013,2013-05-30,brw3,d4,95,0,5,100,pherzog,NA
barr,2013,2013-05-30,brw3,d6,95,0,5,100,pherzog,NA
barr,2013,2013-05-30,brw3,d8,100,0,0,100,pherzog,NA
barr,2013,2013-05-30,brw3,f10,100,0,0,100,pherzog,NA
barr,2013,2013-05-30,brw3,f12,100,0,0,100,pherzog,NA
barr,2013,2013-05-30,brw3,f2,95,0,5,100,pherzog,NA
barr,2013,2013-05-30,brw3,f4,85,0,15,100,pherzog,NA
barr,2013,2013-05-30,brw3,f6,80,0,20,100,pherzog,NA
barr,2013,2013-05-30,brw3,f8,100,0,0,100,pherzog,NA
barr,2013,2013-05-30,brw3,h10,100,0,0,100,pherzog,NA
barr,2013,2013-05-30,brw3,h12,100,0,0,100,pherzog,NA
barr,2013,2013-05-30,brw3,h2,90,0,10,100,pherzog,NA
barr,2013,2013-05-30,brw3,h4,90,0,10,100,pherzog,NA
barr,2013,2013-05-30,brw3,h6,75,0,25,100,pherzog,NA
barr,2013,2013-05-30,brw3,h8,100,0,0,100,pherzog,NA
barr,2013,2013-05-30,brw3,j10,100,0,0,100,pherzog,NA
barr,2013,2013-05-30,brw3,j12,90,0,10,100,pherzog,NA
